E/RvCPT;EXPL;Ingles;Forma;es;gq;cu;do;pr;mx;gt;hn;sv;ni;cr;pa;co;ve;ec;pe;bo;cl;py;uy;ar
R;D060;Hacer creer lo que no es. :: Ej. Así que crees que haciéndote el loco nos vas a ***.;TRICK;tupir;-;-;+;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
R;D060;Hacer creer lo que no es. :: Ej. Así que crees que haciéndote el loco nos vas a ***.;TRICK;vacilar;+;-;+;-;+;+;+;-;-;+;-;-;-;+;-;-;-;+;-;-;-
R;D061;Cambiar de dirección. :: Ej. Camina usted diez cuadras y luego *** a la derecha.;TURN (TO THE RIGHT);coger;-;-;+;-;+;-;-;-;-;+;-;-;-;+;-;-;-;-;-;-;-
R;D061;Cambiar de dirección. :: Ej. Camina usted diez cuadras y luego *** a la derecha.;TURN (TO THE RIGHT);cruzar;-;+;-;-;-;-;+;-;+;+;+;-;-;+;-;-;-;-;-;-;-
R;D061;Cambiar de dirección. :: Ej. Camina usted diez cuadras y luego *** a la derecha.;TURN (TO THE RIGHT);dar vuelta;-;-;-;-;-;+;+;-;-;+;-;-;-;-;-;-;-;+;+;-;+
R;D061;Cambiar de dirección. :: Ej. Camina usted diez cuadras y luego *** a la derecha.;TURN (TO THE RIGHT);doblar;-;-;+;+;+;+;-;+;+;+;+;+;+;+;+;+;+;+;+;+;+
R;D061;Cambiar de dirección. :: Ej. Camina usted diez cuadras y luego *** a la derecha.;TURN (TO THE RIGHT);girar;+;+;+;+;-;-;+;-;-;+;-;-;-;+;-;-;-;-;-;-;+
R;D061;Cambiar de dirección. :: Ej. Camina usted diez cuadras y luego *** a la derecha.;TURN (TO THE RIGHT);torcer;+;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
R;D061;Cambiar de dirección. :: Ej. Camina usted diez cuadras y luego *** a la derecha.;TURN (TO THE RIGHT);virar;-;-;+;-;+;-;-;-;-;-;-;-;+;-;+;-;-;-;-;-;+
R;D061;Cambiar de dirección. :: Ej. Camina usted diez cuadras y luego *** a la derecha.;TURN (TO THE RIGHT);voltear;-;-;-;-;-;+;-;-;-;-;-;-;-;+;-;+;-;-;-;-;-
R;D062;Girarse hasta quedar en la posición contraria. :: Ej. Uno de mis amigos me dio un codazo y me dijo que ***.;TURN AROUND;dar(se) la vuelta;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;-;+;+;-
R;D062;Girarse hasta quedar en la posición contraria. :: Ej. Uno de mis amigos me dio un codazo y me dijo que ***.;TURN AROUND;darse vuelta;-;-;+;-;-;-;-;+;-;+;-;+;-;-;-;-;-;+;+;-;+
R;D062;Girarse hasta quedar en la posición contraria. :: Ej. Uno de mis amigos me dio un codazo y me dijo que ***.;TURN AROUND;devolverse;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
R;D062;Girarse hasta quedar en la posición contraria. :: Ej. Uno de mis amigos me dio un codazo y me dijo que ***.;TURN AROUND;girarse;+;-;-;-;+;-;-;-;-;+;-;-;-;-;-;-;-;-;-;-;-
R;D062;Girarse hasta quedar en la posición contraria. :: Ej. Uno de mis amigos me dio un codazo y me dijo que ***.;TURN AROUND;virarse;-;-;+;-;+;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
R;D062;Girarse hasta quedar en la posición contraria. :: Ej. Uno de mis amigos me dio un codazo y me dijo que ***.;TURN AROUND;voltear;-;-;-;+;+;+;+;-;-;+;-;-;-;+;-;+;-;-;-;-;-
R;D062;Girarse hasta quedar en la posición contraria. :: Ej. Uno de mis amigos me dio un codazo y me dijo que ***.;TURN AROUND;voltearse;+;-;-;-;+;+;-;+;-;+;-;-;-;+;-;-;-;-;-;-;-
R;D062;Girarse hasta quedar en la posición contraria. :: Ej. Uno de mis amigos me dio un codazo y me dijo que ***.;TURN AROUND;volverse;+;+;+;-;-;+;-;-;+;+;+;-;-;-;-;-;-;+;-;-;+
R;D063;Dar la vuelta o hacer girar. :: Ej. Al *** la cabeza, encontró el rostro inmóvil de su mujer.;TURN;dar vuelta;+;+;+;-;+;-;+;+;+;+;+;+;+;+;+;-;+;+;+;+;+
R;D063;Dar la vuelta o hacer girar. :: Ej. Al *** la cabeza, encontró el rostro inmóvil de su mujer.;TURN;girar;+;+;+;-;+;+;+;-;-;+;-;+;-;+;-;-;+;-;+;-;+
R;D063;Dar la vuelta o hacer girar. :: Ej. Al *** la cabeza, encontró el rostro inmóvil de su mujer.;TURN;virar;-;-;+;-;+;-;-;-;-;-;-;-;-;-;-;-;-;+;-;-;-
R;D063;Dar la vuelta o hacer girar. :: Ej. Al *** la cabeza, encontró el rostro inmóvil de su mujer.;TURN;voltear;+;-;-;+;+;+;+;+;-;+;-;-;+;+;+;+;-;-;-;-;-
R;D063;Dar la vuelta o hacer girar. :: Ej. Al *** la cabeza, encontró el rostro inmóvil de su mujer.;TURN;volver;+;-;-;-;+;-;-;-;+;-;+;-;-;-;-;-;-;-;+;-;-
R;D064;Quitarse toda la ropa. :: Ej. Había que ayudarlo a ***.;UNDRESS;desnudarse;+;+;+;+;+;+;-;+;+;+;+;-;-;+;+;-;-;+;+;+;+
R;D064;Quitarse toda la ropa. :: Ej. Había que ayudarlo a ***.;UNDRESS;desvestirse;+;-;+;-;+;+;+;+;+;+;+;+;+;+;+;+;+;-;+;-;+
R;D065;Poner o dejar en el exterior de una caja. :: Ej. Lo ayudaron a *** las cosas del paquete.;UNPACK;desembalar;+;-;-;-;-;-;-;+;-;-;-;+;-;+;-;-;-;+;+;-;+
R;D065;Poner o dejar en el exterior de una caja. :: Ej. Lo ayudaron a *** las cosas del paquete.;UNPACK;desempacar;+;-;+;-;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;-;-
R;D065;Poner o dejar en el exterior de una caja. :: Ej. Lo ayudaron a *** las cosas del paquete.;UNPACK;desempaquetar;+;-;+;-;+;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
R;D065;Poner o dejar en el exterior de una caja. :: Ej. Lo ayudaron a *** las cosas del paquete.;UNPACK;desenvolver;+;-;+;+;-;+;+;+;-;+;-;-;-;-;-;-;-;+;-;-;+
R;D065;Poner o dejar en el exterior de una caja. :: Ej. Lo ayudaron a *** las cosas del paquete.;UNPACK;deshacer;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;+
R;D065;Poner o dejar en el exterior de una caja. :: Ej. Lo ayudaron a *** las cosas del paquete.;UNPACK;destapar;-;-;-;+;-;-;-;-;-;-;-;-;-;-;-;-;-;+;-;-;-
R;D066;Causar pena. :: Ej. Le *** que sus asuntos no vayan mejor, más rápidamente.;UPSET;apenar;+;-;+;+;+;+;+;-;-;+;-;+;-;-;-;-;-;+;+;-;+
R;D066;Causar pena. :: Ej. Le *** que sus asuntos no vayan mejor, más rápidamente.;UPSET;dar pena;+;+;+;+;+;+;+;-;+;+;+;-;+;+;+;+;+;-;+;+;+
R;D066;Causar pena. :: Ej. Le *** que sus asuntos no vayan mejor, más rápidamente.;UPSET;disgustar;+;-;+;-;+;+;-;-;-;+;-;-;+;+;-;+;-;-;-;-;+
R;D066;Causar pena. :: Ej. Le *** que sus asuntos no vayan mejor, más rápidamente.;UPSET;entristecer;+;-;+;-;+;-;-;-;+;+;-;+;-;+;+;-;+;+;+;-;+
R;D067;Determinar el valor de una cosa. :: Ej. Esta obra está *** en más de medio millón de dólares.;VALUE;avaluar;-;-;-;-;-;+;-;-;-;-;-;-;+;+;+;-;+;-;-;+;-
R;D067;Determinar el valor de una cosa. :: Ej. Esta obra está *** en más de medio millón de dólares.;VALUE;cotizar;-;-;-;-;+;+;-;+;-;-;-;-;-;+;+;-;-;-;+;-;+
R;D067;Determinar el valor de una cosa. :: Ej. Esta obra está *** en más de medio millón de dólares.;VALUE;estimar;-;-;+;-;-;-;-;-;-;+;-;-;-;-;-;-;-;+;-;-;-
R;D067;Determinar el valor de una cosa. :: Ej. Esta obra está *** en más de medio millón de dólares.;VALUE;evaluar;+;-;+;-;-;-;-;+;-;+;-;+;-;-;-;-;-;+;+;-;-
R;D067;Determinar el valor de una cosa. :: Ej. Esta obra está *** en más de medio millón de dólares.;VALUE;tasar;+;-;+;-;+;-;-;-;-;-;-;+;-;-;-;-;-;-;+;-;+
R;D067;Determinar el valor de una cosa. :: Ej. Esta obra está *** en más de medio millón de dólares.;VALUE;valorar;+;+;+;+;+;+;+;+;+;+;+;-;-;+;-;+;+;+;-;-;-
R;D067;Determinar el valor de una cosa. :: Ej. Esta obra está *** en más de medio millón de dólares.;VALUE;valuar;-;-;-;-;-;+;+;-;-;-;-;-;-;-;-;-;-;-;+;-;+
R;D068;Dirigir la vista con atención. :: Ej. Antes de tocar la puerta de su casa, *** por la ventana a ver si lo descubría.;WATCH;acechar;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
R;D068;Dirigir la vista con atención. :: Ej. Antes de tocar la puerta de su casa, *** por la ventana a ver si lo descubría.;WATCH;aguaitar;-;-;-;-;-;-;-;-;-;-;-;-;-;-;+;-;-;-;-;-;-
R;D068;Dirigir la vista con atención. :: Ej. Antes de tocar la puerta de su casa, *** por la ventana a ver si lo descubría.;WATCH;asomar;-;-;+;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
R;D068;Dirigir la vista con atención. :: Ej. Antes de tocar la puerta de su casa, *** por la ventana a ver si lo descubría.;WATCH;asomarse;+;+;+;-;+;-;-;-;+;+;+;-;-;+;-;+;-;-;-;-;-
R;D068;Dirigir la vista con atención. :: Ej. Antes de tocar la puerta de su casa, *** por la ventana a ver si lo descubría.;WATCH;espiar;+;-;-;-;-;-;-;-;-;+;-;-;+;-;+;-;-;-;-;-;+
R;D068;Dirigir la vista con atención. :: Ej. Antes de tocar la puerta de su casa, *** por la ventana a ver si lo descubría.;WATCH;mirar;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;-;+;+;+
R;D069;Producir un sonido agudo soplando con los labios muy juntos. :: Ej. El niño comenzó a *** con los dedos hinchando el labio inferior.;WHISTLE;chiflar;-;-;+;-;-;+;+;+;+;+;+;-;+;-;+;+;-;-;-;+;+
R;D069;Producir un sonido agudo soplando con los labios muy juntos. :: Ej. El niño comenzó a *** con los dedos hinchando el labio inferior.;WHISTLE;pitar;-;-;+;+;+;-;-;-;-;-;-;-;-;+;-;-;-;-;-;-;-
R;D069;Producir un sonido agudo soplando con los labios muy juntos. :: Ej. El niño comenzó a *** con los dedos hinchando el labio inferior.;WHISTLE;silbar;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;-;+;-;+
R;D070;El estudiante que siempre tiene buenas notas (calificaciones) y sabe mucho. Ej.: Pedro es *** y sus padres están muy contentos.;GOOD STUDENT;aplicado;+;+;+;+;+;+;+;+;+;-;+;+;+;+;+;+;-;+;+;+;+
R;D070;El estudiante que siempre tiene buenas notas (calificaciones) y sabe mucho. Ej.: Pedro es *** y sus padres están muy contentos.;GOOD STUDENT;bocho;-;-;-;-;-;-;-;-;-;-;-;+;-;-;-;-;-;-;+;-;+
R;D070;El estudiante que siempre tiene buenas notas (calificaciones) y sabe mucho. Ej.: Pedro es *** y sus padres están muy contentos.;GOOD STUDENT;botón;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
R;D070;El estudiante que siempre tiene buenas notas (calificaciones) y sabe mucho. Ej.: Pedro es *** y sus padres están muy contentos.;GOOD STUDENT;capo;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;+;-;-;-;+
R;D070;El estudiante que siempre tiene buenas notas (calificaciones) y sabe mucho. Ej.: Pedro es *** y sus padres están muy contentos.;GOOD STUDENT;cerebrito;+;-;-;-;-;+;+;+;-;+;-;-;-;-;-;-;-;+;-;-;-
R;D070;El estudiante que siempre tiene buenas notas (calificaciones) y sabe mucho. Ej.: Pedro es *** y sus padres están muy contentos.;GOOD STUDENT;cerebro;+;-;+;-;-;-;-;-;-;+;-;-;-;-;+;-;-;+;+;-;-
R;D070;El estudiante que siempre tiene buenas notas (calificaciones) y sabe mucho. Ej.: Pedro es *** y sus padres están muy contentos.;GOOD STUDENT;cuerda;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;+;-;-;-
R;D070;El estudiante que siempre tiene buenas notas (calificaciones) y sabe mucho. Ej.: Pedro es *** y sus padres están muy contentos.;GOOD STUDENT;duro;-;-;-;-;-;-;-;-;-;-;-;-;+;-;-;-;-;-;-;-;-
R;D070;El estudiante que siempre tiene buenas notas (calificaciones) y sabe mucho. Ej.: Pedro es *** y sus padres están muy contentos.;GOOD STUDENT;filtro;-;-;+;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
R;D070;El estudiante que siempre tiene buenas notas (calificaciones) y sabe mucho. Ej.: Pedro es *** y sus padres están muy contentos.;GOOD STUDENT;inteligente;+;+;+;+;-;+;-;+;+;+;+;+;-;+;-;-;+;-;+;+;+
R;D070;El estudiante que siempre tiene buenas notas (calificaciones) y sabe mucho. Ej.: Pedro es *** y sus padres están muy contentos.;GOOD STUDENT;matado;-;-;-;-;-;+;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
R;D070;El estudiante que siempre tiene buenas notas (calificaciones) y sabe mucho. Ej.: Pedro es *** y sus padres están muy contentos.;GOOD STUDENT;mateo;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
R;D070;El estudiante que siempre tiene buenas notas (calificaciones) y sabe mucho. Ej.: Pedro es *** y sus padres están muy contentos.;GOOD STUDENT;matón;-;-;-;-;-;+;-;-;-;-;-;-;-;-;+;-;-;-;-;-;-
R;D070;El estudiante que siempre tiene buenas notas (calificaciones) y sabe mucho. Ej.: Pedro es *** y sus padres están muy contentos.;GOOD STUDENT;nerd;-;-;-;-;-;+;-;+;-;+;+;+;+;-;-;-;-;+;+;-;-
R;D070;El estudiante que siempre tiene buenas notas (calificaciones) y sabe mucho. Ej.: Pedro es *** y sus padres están muy contentos.;GOOD STUDENT;nerdo;-;-;-;-;+;-;+;-;-;-;-;-;-;-;-;-;-;-;-;-;-
R;D070;El estudiante que siempre tiene buenas notas (calificaciones) y sabe mucho. Ej.: Pedro es *** y sus padres están muy contentos.;GOOD STUDENT;ñoño;-;-;-;-;-;+;-;-;-;-;-;-;-;-;-;-;-;+;-;-;-
R;D070;El estudiante que siempre tiene buenas notas (calificaciones) y sabe mucho. Ej.: Pedro es *** y sus padres están muy contentos.;GOOD STUDENT;pilo;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
R;D070;El estudiante que siempre tiene buenas notas (calificaciones) y sabe mucho. Ej.: Pedro es *** y sus padres están muy contentos.;GOOD STUDENT;taco;-;-;+;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
R;D070;El estudiante que siempre tiene buenas notas (calificaciones) y sabe mucho. Ej.: Pedro es *** y sus padres están muy contentos.;GOOD STUDENT;traga;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;+
R;D071;El estudiante que siempre tiene malas notas. :: Ej. Germán es *** y los maestros le regañan con frecuencia.;POOR STUDENT;bruto;+;-;+;+;+;-;-;-;-;+;-;+;-;+;-;-;-;-;+;-;+
R;D071;El estudiante que siempre tiene malas notas. :: Ej. Germán es *** y los maestros le regañan con frecuencia.;POOR STUDENT;burro;+;-;+;-;-;+;-;-;-;+;-;+;-;-;-;-;-;-;+;-;+
R;D071;El estudiante que siempre tiene malas notas. :: Ej. Germán es *** y los maestros le regañan con frecuencia.;POOR STUDENT;chanta;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;+;-;-;+
R;D071;El estudiante que siempre tiene malas notas. :: Ej. Germán es *** y los maestros le regañan con frecuencia.;POOR STUDENT;dejado;+;-;+;-;-;-;-;+;-;-;-;-;-;-;+;-;-;-;-;-;-
R;D071;El estudiante que siempre tiene malas notas. :: Ej. Germán es *** y los maestros le regañan con frecuencia.;POOR STUDENT;desaplicado;-;-;+;-;+;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
R;D071;El estudiante que siempre tiene malas notas. :: Ej. Germán es *** y los maestros le regañan con frecuencia.;POOR STUDENT;desobligado;-;-;-;-;-;+;-;-;-;+;-;-;-;-;-;-;-;-;-;-;-
R;D071;El estudiante que siempre tiene malas notas. :: Ej. Germán es *** y los maestros le regañan con frecuencia.;POOR STUDENT;despistado;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;+;-;+
R;D071;El estudiante que siempre tiene malas notas. :: Ej. Germán es *** y los maestros le regañan con frecuencia.;POOR STUDENT;distraído;+;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;+;-;-
R;D071;El estudiante que siempre tiene malas notas. :: Ej. Germán es *** y los maestros le regañan con frecuencia.;POOR STUDENT;estúpido;+;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
R;D071;El estudiante que siempre tiene malas notas. :: Ej. Germán es *** y los maestros le regañan con frecuencia.;POOR STUDENT;flojo;+;-;+;+;+;+;-;-;-;-;-;-;-;+;+;-;-;-;+;-;-
R;D071;El estudiante que siempre tiene malas notas. :: Ej. Germán es *** y los maestros le regañan con frecuencia.;POOR STUDENT;fresco;-;-;-;-;-;-;-;-;-;+;-;-;-;-;-;-;-;-;-;-;-
R;D071;El estudiante que siempre tiene malas notas. :: Ej. Germán es *** y los maestros le regañan con frecuencia.;POOR STUDENT;gandul;+;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
R;D071;El estudiante que siempre tiene malas notas. :: Ej. Germán es *** y los maestros le regañan con frecuencia.;POOR STUDENT;haragán;-;-;+;+;-;-;+;+;-;+;-;+;-;-;-;+;-;-;+;+;+
R;D071;El estudiante que siempre tiene malas notas. :: Ej. Germán es *** y los maestros le regañan con frecuencia.;POOR STUDENT;holgazán;+;-;+;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
R;D071;El estudiante que siempre tiene malas notas. :: Ej. Germán es *** y los maestros le regañan con frecuencia.;POOR STUDENT;huevón;+;-;-;-;-;-;+;-;-;-;-;-;-;-;-;-;-;-;-;-;-
R;D071;El estudiante que siempre tiene malas notas. :: Ej. Germán es *** y los maestros le regañan con frecuencia.;POOR STUDENT;indisciplinado;-;-;+;-;-;+;-;+;-;+;-;-;-;-;-;-;-;-;+;-;-
R;D071;El estudiante que siempre tiene malas notas. :: Ej. Germán es *** y los maestros le regañan con frecuencia.;POOR STUDENT;lento;+;-;+;-;+;+;-;-;-;+;-;-;-;-;-;-;-;+;+;-;-
R;D071;El estudiante que siempre tiene malas notas. :: Ej. Germán es *** y los maestros le regañan con frecuencia.;POOR STUDENT;limitado;-;-;+;-;-;-;-;-;-;+;-;-;-;-;-;-;-;-;-;-;-
R;D071;El estudiante que siempre tiene malas notas. :: Ej. Germán es *** y los maestros le regañan con frecuencia.;POOR STUDENT;mal alumno;+;-;+;-;+;+;-;+;-;+;-;+;-;-;-;-;+;-;+;-;+
R;D071;El estudiante que siempre tiene malas notas. :: Ej. Germán es *** y los maestros le regañan con frecuencia.;POOR STUDENT;mal estudiante;+;-;+;+;+;+;+;-;-;+;-;-;-;+;-;-;-;-;-;-;+
R;D071;El estudiante que siempre tiene malas notas. :: Ej. Germán es *** y los maestros le regañan con frecuencia.;POOR STUDENT;malo;+;-;+;-;-;-;-;+;-;+;-;-;-;-;-;-;-;-;+;-;-
R;D071;El estudiante que siempre tiene malas notas. :: Ej. Germán es *** y los maestros le regañan con frecuencia.;POOR STUDENT;payaso;-;-;-;-;+;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
R;D071;El estudiante que siempre tiene malas notas. :: Ej. Germán es *** y los maestros le regañan con frecuencia.;POOR STUDENT;perezoso;+;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;+;-;-
R;D071;El estudiante que siempre tiene malas notas. :: Ej. Germán es *** y los maestros le regañan con frecuencia.;POOR STUDENT;perro;+;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
R;D071;El estudiante que siempre tiene malas notas. :: Ej. Germán es *** y los maestros le regañan con frecuencia.;POOR STUDENT;poco estudioso;+;-;+;+;+;-;-;-;-;-;-;+;-;-;-;-;-;+;+;-;+
R;D071;El estudiante que siempre tiene malas notas. :: Ej. Germán es *** y los maestros le regañan con frecuencia.;POOR STUDENT;porro;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
R;D071;El estudiante que siempre tiene malas notas. :: Ej. Germán es *** y los maestros le regañan con frecuencia.;POOR STUDENT;porrón;-;-;-;-;+;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
R;D071;El estudiante que siempre tiene malas notas. :: Ej. Germán es *** y los maestros le regañan con frecuencia.;POOR STUDENT;rezagado;+;-;+;-;-;-;-;-;-;+;-;-;-;-;-;-;-;-;-;-;-
R;D071;El estudiante que siempre tiene malas notas. :: Ej. Germán es *** y los maestros le regañan con frecuencia.;POOR STUDENT;tolete;-;-;+;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
R;D071;El estudiante que siempre tiene malas notas. :: Ej. Germán es *** y los maestros le regañan con frecuencia.;POOR STUDENT;tonto;+;+;+;-;-;+;-;-;+;+;+;-;-;-;-;-;-;-;-;-;-
R;D071;El estudiante que siempre tiene malas notas. :: Ej. Germán es *** y los maestros le regañan con frecuencia.;POOR STUDENT;topo;-;-;+;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
R;D071;El estudiante que siempre tiene malas notas. :: Ej. Germán es *** y los maestros le regañan con frecuencia.;POOR STUDENT;torpe;+;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;+;-;-
R;D071;El estudiante que siempre tiene malas notas. :: Ej. Germán es *** y los maestros le regañan con frecuencia.;POOR STUDENT;tronco;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;+;-;-;+
R;D071;El estudiante que siempre tiene malas notas. :: Ej. Germán es *** y los maestros le regañan con frecuencia.;POOR STUDENT;vago;+;-;+;+;+;-;-;+;-;-;-;+;-;+;+;-;-;-;+;+;+
R;D071;El estudiante que siempre tiene malas notas. :: Ej. Germán es *** y los maestros le regañan con frecuencia.;POOR STUDENT;zángano;+;-;+;-;+;-;-;-;-;-;-;-;-;-;-;-;-;-;+;-;+
R;D072;El que siempre está estudiando (con el sentido peyorativo). :: Ej. Javier es *** y no juega mucho con sus compañeros.;GRIND;aplicado;+;-;+;+;+;-; ;-;+;+;+;-;-;+;-;-;-;-;+;-;-
R;D072;El que siempre está estudiando (con el sentido peyorativo). :: Ej. Javier es *** y no juega mucho con sus compañeros.;GRIND;azocao;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
R;D072;El que siempre está estudiando (con el sentido peyorativo). :: Ej. Javier es *** y no juega mucho con sus compañeros.;GRIND;azotado;-;-;-;-;-;+;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
R;D072;El que siempre está estudiando (con el sentido peyorativo). :: Ej. Javier es *** y no juega mucho con sus compañeros.;GRIND;chancón;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;+;-;-;-;-;-
R;D072;El que siempre está estudiando (con el sentido peyorativo). :: Ej. Javier es *** y no juega mucho con sus compañeros.;GRIND;comelibros;-;-;-;-;+;-;-;-;-;-;-;+;-;-;-;-;-;-;-;-;-
R;D072;El que siempre está estudiando (con el sentido peyorativo). :: Ej. Javier es *** y no juega mucho con sus compañeros.;GRIND;corcho;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;+;-;-;-;-
R;D072;El que siempre está estudiando (con el sentido peyorativo). :: Ej. Javier es *** y no juega mucho con sus compañeros.;GRIND;dedicado;-;-;+;+;+;+;-;-;-;+;-;-;-;-;-;-;-;-;+;-;-
R;D072;El que siempre está estudiando (con el sentido peyorativo). :: Ej. Javier es *** y no juega mucho con sus compañeros.;GRIND;empollón;+;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
R;D072;El que siempre está estudiando (con el sentido peyorativo). :: Ej. Javier es *** y no juega mucho con sus compañeros.;GRIND;estofón;-;-;-;-;+;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
R;D072;El que siempre está estudiando (con el sentido peyorativo). :: Ej. Javier es *** y no juega mucho con sus compañeros.;GRIND;estudioso;+;+;+;+;+;+;-;-;-;+;-;+;-;+;-;+;+;-;+;-;-
R;D072;El que siempre está estudiando (con el sentido peyorativo). :: Ej. Javier es *** y no juega mucho con sus compañeros.;GRIND;garrotero;-;-;-;-;-;-;-;+;-;-;-;-;-;-;-;-;-;-;-;-;-
R;D072;El que siempre está estudiando (con el sentido peyorativo). :: Ej. Javier es *** y no juega mucho con sus compañeros.;GRIND;machetero;-;-;-;-;-;+;+;+;-;-;-;-;-;-;-;-;-;-;-;-;-
R;D072;El que siempre está estudiando (con el sentido peyorativo). :: Ej. Javier es *** y no juega mucho con sus compañeros.;GRIND;matado;+;-;-;-;-;+;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
R;D072;El que siempre está estudiando (con el sentido peyorativo). :: Ej. Javier es *** y no juega mucho con sus compañeros.;GRIND;mateo;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
R;D072;El que siempre está estudiando (con el sentido peyorativo). :: Ej. Javier es *** y no juega mucho con sus compañeros.;GRIND;matón;-;-;-;-;-;-;-;-;-;-;-;-;-;-;+;-;-;-;-;-;-
R;D072;El que siempre está estudiando (con el sentido peyorativo). :: Ej. Javier es *** y no juega mucho con sus compañeros.;GRIND;mechado;-;-;+;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
R;D072;El que siempre está estudiando (con el sentido peyorativo). :: Ej. Javier es *** y no juega mucho con sus compañeros.;GRIND;nerd;-;-;-;-;+;+;-;-;-;+;-;+;-;+;-;-;-;+;+;-;+
R;D072;El que siempre está estudiando (con el sentido peyorativo). :: Ej. Javier es *** y no juega mucho con sus compañeros.;GRIND;nerdo;-;-;-;-;+;+;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
R;D072;El que siempre está estudiando (con el sentido peyorativo). :: Ej. Javier es *** y no juega mucho con sus compañeros.;GRIND;ñoño;-;-;-;-;-;+;-;-;-;-;-;-;-;-;-;-;-;+;-;-;-
R;D072;El que siempre está estudiando (con el sentido peyorativo). :: Ej. Javier es *** y no juega mucho con sus compañeros.;GRIND;polilla;-;-;+;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
R;D072;El que siempre está estudiando (con el sentido peyorativo). :: Ej. Javier es *** y no juega mucho con sus compañeros.;GRIND;puntualito;-;-;+;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
R;D072;El que siempre está estudiando (con el sentido peyorativo). :: Ej. Javier es *** y no juega mucho con sus compañeros.;GRIND;remachón;-;-;-;-;-;+;+;-;-;-;-;-;-;-;-;-;-;-;-;-;-
R;D072;El que siempre está estudiando (con el sentido peyorativo). :: Ej. Javier es *** y no juega mucho con sus compañeros.;GRIND;traga;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;+;+
R;D072;El que siempre está estudiando (con el sentido peyorativo). :: Ej. Javier es *** y no juega mucho con sus compañeros.;GRIND;tragalibros;-;-;-;-;-;-;-;-;-;-;-;+;-;-;+;-;-;-;+;-;-
R;D073;El que no estudia mucho. :: Ej. Alfonso es *** y sus padres están preocupados.;LAZY STUDENT;abandonado;-;-;+;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
